Printing MFT chip positions from geometry file: 
 ChipID 0 : h0-d0 layer0 z0-tr5  Position: x=-8.78, y=-1.69, z=-45.31 
 ChipID 552 : h1-d1 layer2 z1-tr5  Position: x=3.68, y=1.68, z=-48.64 
 ChipID 553 : h1-d1 layer2 z1-tr6  Position: x=3.68, y=4.69, z=-48.59 
 ChipID 554 : h1-d1 layer2 z1-tr7  Position: x=3.68, y=7.71, z=-48.59 
 ChipID 555 : h1-d1 layer2 z1-tr0  Position: x=1.98, y=3.53, z=-48.62 
 ChipID 556 : h1-d1 layer2 z1-tr1  Position: x=1.98, y=6.54, z=-48.60 
 ChipID 557 : h1-d1 layer2 z1-tr2  Position: x=1.98, y=9.56, z=-48.60 
 ChipID 558 : h1-d1 layer2 z1-tr17  Position: x=0.28, y=3.78, z=-48.62 
 ChipID 559 : h1-d1 layer2 z1-tr16  Position: x=0.28, y=6.79, z=-48.60 
 ChipID 560 : h1-d1 layer2 z1-tr15  Position: x=0.28, y=9.80, z=-48.58 
 ChipID 561 : h1-d1 layer2 z2-tr5  Position: x=-1.43, y=3.68, z=-48.61 
 ChipID 562 : h1-d1 layer2 z2-tr6  Position: x=-1.43, y=6.69, z=-48.59 
 ChipID 563 : h1-d1 layer2 z2-tr7  Position: x=-1.42, y=9.71, z=-48.58 
 ChipID 564 : h1-d1 layer2 z2-tr0  Position: x=-3.12, y=1.68, z=-48.63 
 ChipID 565 : h1-d1 layer2 z2-tr1  Position: x=-3.12, y=4.69, z=-48.61 
 ChipID 566 : h1-d1 layer2 z2-tr2  Position: x=-3.12, y=7.71, z=-48.60 
 ChipID 567 : h1-d1 layer2 z2-tr17  Position: x=-4.83, y=1.68, z=-48.62 
 ChipID 568 : h1-d1 layer2 z2-tr16  Position: x=-4.83, y=4.69, z=-48.62 
 ChipID 569 : h1-d1 layer2 z2-tr15  Position: x=-4.83, y=7.71, z=-48.60 
 ChipID 570 : h1-d1 layer2 z3-tr5  Position: x=-6.53, y=1.68, z=-48.64 
 ChipID 571 : h1-d1 layer2 z3-tr6  Position: x=-6.53, y=4.70, z=-48.63 
 ChipID 572 : h1-d1 layer2 z3-tr7  Position: x=-6.53, y=7.71, z=-48.61 
 ChipID 573 : h1-d1 layer3 z3-tr5  Position: x=6.53, y=1.69, z=-50.04 
 ChipID 574 : h1-d1 layer3 z3-tr6  Position: x=6.53, y=4.70, z=-50.03 
 ChipID 575 : h1-d1 layer3 z3-tr7  Position: x=6.53, y=7.72, z=-50.02 
 ChipID 576 : h1-d1 layer3 z2-tr17  Position: x=4.83, y=1.69, z=-50.06 
 ChipID 577 : h1-d1 layer3 z2-tr16  Position: x=4.83, y=4.70, z=-50.04 
 ChipID 578 : h1-d1 layer3 z2-tr15  Position: x=4.83, y=7.71, z=-50.00 
 ChipID 579 : h1-d1 layer3 z2-tr0  Position: x=3.10, y=1.70, z=-50.01 
 ChipID 580 : h1-d1 layer3 z2-tr1  Position: x=3.10, y=4.71, z=-50.01 
 ChipID 581 : h1-d1 layer3 z2-tr2  Position: x=3.10, y=7.73, z=-50.01 
 ChipID 582 : h1-d1 layer3 z2-tr5  Position: x=1.43, y=3.69, z=-50.05 
 ChipID 583 : h1-d1 layer3 z2-tr6  Position: x=1.43, y=6.71, z=-50.03 
 ChipID 584 : h1-d1 layer3 z2-tr7  Position: x=1.43, y=9.72, z=-50.03 
 ChipID 585 : h1-d1 layer3 z1-tr17  Position: x=-0.27, y=3.78, z=-50.04 
 ChipID 586 : h1-d1 layer3 z1-tr16  Position: x=-0.27, y=6.80, z=-50.03 
 ChipID 587 : h1-d1 layer3 z1-tr15  Position: x=-0.27, y=9.81, z=-50.02 
 ChipID 588 : h1-d1 layer3 z1-tr0  Position: x=-1.98, y=3.53, z=-50.04 
 ChipID 589 : h1-d1 layer3 z1-tr1  Position: x=-1.97, y=6.55, z=-50.03 
 ChipID 590 : h1-d1 layer3 z1-tr2  Position: x=-1.97, y=9.56, z=-50.02 
 ChipID 591 : h1-d1 layer3 z1-tr5  Position: x=-3.67, y=1.69, z=-50.04 
 ChipID 592 : h1-d1 layer3 z1-tr6  Position: x=-3.67, y=4.70, z=-50.04 
 ChipID 593 : h1-d1 layer3 z1-tr7  Position: x=-3.67, y=7.72, z=-50.02 
 ChipID 594 : h1-d1 layer3 z0-tr17  Position: x=-5.36, y=1.69, z=-50.07 
 ChipID 595 : h1-d1 layer3 z0-tr16  Position: x=-5.37, y=4.70, z=-50.05 
 ChipID 596 : h1-d1 layer3 z0-tr15  Position: x=-5.37, y=7.71, z=-50.03 
 ChipID 597 : h1-d1 layer3 z0-tr0  Position: x=-7.07, y=1.69, z=-50.07 
 ChipID 598 : h1-d1 layer3 z0-tr1  Position: x=-7.07, y=4.70, z=-50.06 
 ChipID 599 : h1-d1 layer3 z0-tr2  Position: x=-7.07, y=7.72, z=-50.05 
 ChipID 600 : h1-d2 layer4 z0-tr5  Position: x=10.49, y=1.68, z=-52.23 
 ChipID 601 : h1-d2 layer4 z0-tr6  Position: x=10.49, y=4.70, z=-52.25 
 ChipID 602 : h1-d2 layer4 z3-tr22  Position: x=-9.93, y=1.69, z=-52.28 
 ChipID 603 : h1-d2 layer4 z3-tr21  Position: x=-9.92, y=4.70, z=-52.29 
 ChipID 604 : h1-d2 layer5 z3-tr22  Position: x=9.94, y=1.68, z=-53.66 
 ChipID 605 : h1-d2 layer5 z3-tr21  Position: x=9.95, y=4.70, z=-53.69 
 ChipID 606 : h1-d2 layer5 z0-tr5  Position: x=-10.45, y=1.68, z=-53.71 
 ChipID 607 : h1-d2 layer5 z0-tr6  Position: x=-10.46, y=4.70, z=-53.74 
 ChipID 608 : h1-d2 layer4 z0-tr0  Position: x=8.79, y=1.68, z=-52.24 
 ChipID 609 : h1-d2 layer4 z0-tr1  Position: x=8.79, y=4.70, z=-52.26 
 ChipID 610 : h1-d2 layer4 z0-tr2  Position: x=8.79, y=7.71, z=-52.26 
 ChipID 611 : h1-d2 layer4 z0-tr17  Position: x=7.08, y=1.69, z=-52.25 
 ChipID 612 : h1-d2 layer4 z0-tr16  Position: x=7.08, y=4.70, z=-52.26 
 ChipID 613 : h1-d2 layer4 z0-tr15  Position: x=7.09, y=7.72, z=-52.26 
 ChipID 614 : h1-d2 layer4 z1-tr17  Position: x=1.99, y=3.53, z=-52.27 
 ChipID 615 : h1-d2 layer4 z1-tr16  Position: x=1.99, y=6.54, z=-52.28 
 ChipID 616 : h1-d2 layer4 z1-tr15  Position: x=1.99, y=9.56, z=-52.28 
 ChipID 617 : h1-d2 layer4 z2-tr5  Position: x=0.28, y=3.78, z=-52.27 
 ChipID 618 : h1-d2 layer4 z2-tr6  Position: x=0.28, y=6.80, z=-52.29 
 ChipID 619 : h1-d2 layer4 z2-tr7  Position: x=0.28, y=9.82, z=-52.29 
 ChipID 620 : h1-d2 layer4 z2-tr0  Position: x=-1.41, y=3.69, z=-52.28 
 ChipID 621 : h1-d2 layer4 z2-tr1  Position: x=-1.41, y=6.71, z=-52.28 
 ChipID 622 : h1-d2 layer4 z2-tr2  Position: x=-1.41, y=9.72, z=-52.24 
 ChipID 623 : h1-d2 layer4 z3-tr0  Position: x=-6.52, y=1.68, z=-52.29 
 ChipID 624 : h1-d2 layer4 z3-tr1  Position: x=-6.52, y=4.70, z=-52.28 
 ChipID 625 : h1-d2 layer4 z3-tr2  Position: x=-6.52, y=7.71, z=-52.29 
 ChipID 626 : h1-d2 layer4 z3-tr17  Position: x=-8.21, y=1.69, z=-52.28 
 ChipID 627 : h1-d2 layer4 z3-tr16  Position: x=-8.21, y=4.70, z=-52.28 
 ChipID 628 : h1-d2 layer4 z3-tr15  Position: x=-8.21, y=7.72, z=-52.29 
 ChipID 629 : h1-d2 layer5 z3-tr17  Position: x=8.25, y=1.68, z=-53.66 
 ChipID 630 : h1-d2 layer5 z3-tr16  Position: x=8.25, y=4.70, z=-53.69 
 ChipID 631 : h1-d2 layer5 z3-tr15  Position: x=8.25, y=7.71, z=-53.69 
 ChipID 632 : h1-d2 layer5 z3-tr0  Position: x=6.55, y=1.68, z=-53.66 
 ChipID 633 : h1-d2 layer5 z3-tr1  Position: x=6.55, y=4.69, z=-53.69 
 ChipID 634 : h1-d2 layer5 z3-tr2  Position: x=6.55, y=7.71, z=-53.71 
 ChipID 635 : h1-d2 layer5 z2-tr0  Position: x=1.46, y=3.69, z=-53.70 
 ChipID 636 : h1-d2 layer5 z2-tr1  Position: x=1.46, y=6.70, z=-53.71 
 ChipID 637 : h1-d2 layer5 z2-tr2  Position: x=1.45, y=9.72, z=-53.75 
 ChipID 638 : h1-d2 layer5 z2-tr5  Position: x=-0.25, y=3.78, z=-53.70 
 ChipID 639 : h1-d2 layer5 z2-tr6  Position: x=-0.25, y=6.80, z=-53.71 
 ChipID 640 : h1-d2 layer5 z2-tr7  Position: x=-0.25, y=9.82, z=-53.74 
 ChipID 641 : h1-d2 layer5 z1-tr17  Position: x=-1.95, y=3.54, z=-53.70 
 ChipID 642 : h1-d2 layer5 z1-tr16  Position: x=-1.95, y=6.55, z=-53.70 
 ChipID 643 : h1-d2 layer5 z1-tr15  Position: x=-1.95, y=9.57, z=-53.74 
 ChipID 644 : h1-d2 layer5 z0-tr17  Position: x=-7.06, y=1.69, z=-53.71 
 ChipID 645 : h1-d2 layer5 z0-tr16  Position: x=-7.05, y=4.70, z=-53.71 
 ChipID 646 : h1-d2 layer5 z0-tr15  Position: x=-7.06, y=7.72, z=-53.74 
 ChipID 647 : h1-d2 layer5 z0-tr0  Position: x=-8.75, y=1.69, z=-53.71 
 ChipID 648 : h1-d2 layer5 z0-tr1  Position: x=-8.75, y=4.70, z=-53.71 
 ChipID 649 : h1-d2 layer5 z0-tr2  Position: x=-8.75, y=7.72, z=-53.72 
 ChipID 650 : h1-d2 layer4 z1-tr5  Position: x=5.38, y=1.68, z=-52.25 
 ChipID 651 : h1-d2 layer4 z1-tr6  Position: x=5.38, y=4.70, z=-52.26 
 ChipID 652 : h1-d2 layer4 z1-tr7  Position: x=5.38, y=7.71, z=-52.27 
 ChipID 653 : h1-d2 layer4 z1-tr24  Position: x=5.38, y=10.73, z=-52.26 
 ChipID 654 : h1-d2 layer4 z1-tr0  Position: x=3.70, y=1.68, z=-52.27 
 ChipID 655 : h1-d2 layer4 z1-tr1  Position: x=3.69, y=4.70, z=-52.27 
 ChipID 656 : h1-d2 layer4 z1-tr2  Position: x=3.69, y=7.71, z=-52.28 
 ChipID 657 : h1-d2 layer4 z1-tr3  Position: x=3.69, y=10.73, z=-52.28 
 ChipID 658 : h1-d2 layer4 z2-tr17  Position: x=-3.12, y=1.68, z=-52.35 
 ChipID 659 : h1-d2 layer4 z2-tr16  Position: x=-3.11, y=4.69, z=-52.28 
 ChipID 660 : h1-d2 layer4 z2-tr15  Position: x=-3.11, y=7.71, z=-52.27 
 ChipID 661 : h1-d2 layer4 z2-tr14  Position: x=-3.11, y=10.72, z=-52.28 
 ChipID 662 : h1-d2 layer4 z3-tr5  Position: x=-4.82, y=1.68, z=-52.36 
 ChipID 663 : h1-d2 layer4 z3-tr6  Position: x=-4.81, y=4.70, z=-52.28 
 ChipID 664 : h1-d2 layer4 z3-tr7  Position: x=-4.81, y=7.71, z=-52.28 
 ChipID 665 : h1-d2 layer4 z3-tr24  Position: x=-4.81, y=10.73, z=-52.29 
 ChipID 666 : h1-d2 layer5 z3-tr5  Position: x=4.86, y=1.68, z=-53.68 
 ChipID 667 : h1-d2 layer5 z3-tr6  Position: x=4.86, y=4.70, z=-53.70 
 ChipID 668 : h1-d2 layer5 z3-tr7  Position: x=4.86, y=7.71, z=-53.71 
 ChipID 669 : h1-d2 layer5 z3-tr24  Position: x=4.85, y=10.73, z=-53.71 
 ChipID 670 : h1-d2 layer5 z2-tr17  Position: x=3.16, y=1.68, z=-53.70 
 ChipID 671 : h1-d2 layer5 z2-tr16  Position: x=3.16, y=4.69, z=-53.69 
 ChipID 672 : h1-d2 layer5 z2-tr15  Position: x=3.15, y=7.71, z=-53.72 
 ChipID 673 : h1-d2 layer5 z2-tr14  Position: x=3.15, y=10.72, z=-53.72 
 ChipID 674 : h1-d2 layer5 z1-tr0  Position: x=-3.65, y=1.69, z=-53.78 
 ChipID 675 : h1-d2 layer5 z1-tr1  Position: x=-3.64, y=4.70, z=-53.71 
 ChipID 676 : h1-d2 layer5 z1-tr2  Position: x=-3.65, y=7.71, z=-53.72 
 ChipID 677 : h1-d2 layer5 z1-tr3  Position: x=-3.65, y=10.73, z=-53.71 
 ChipID 678 : h1-d2 layer5 z1-tr5  Position: x=-5.35, y=1.69, z=-53.77 
 ChipID 679 : h1-d2 layer5 z1-tr6  Position: x=-5.34, y=4.70, z=-53.71 
 ChipID 680 : h1-d2 layer5 z1-tr7  Position: x=-5.34, y=7.71, z=-53.71 
 ChipID 681 : h1-d2 layer5 z1-tr24  Position: x=-5.35, y=10.73, z=-53.72 
 ChipID 682 : h1-d3 layer6 z0-tr5  Position: x=12.16, y=1.64, z=-67.67 
 ChipID 683 : h1-d3 layer6 z0-tr6  Position: x=12.17, y=4.65, z=-67.69 
 ChipID 684 : h1-d3 layer6 z0-tr7  Position: x=12.17, y=7.67, z=-67.72 
 ChipID 685 : h1-d3 layer6 z0-tr0  Position: x=10.46, y=1.64, z=-67.67 
 ChipID 686 : h1-d3 layer6 z0-tr1  Position: x=10.47, y=4.65, z=-67.70 
 ChipID 687 : h1-d3 layer6 z0-tr2  Position: x=10.47, y=7.67, z=-67.72 
 ChipID 688 : h1-d3 layer6 z3-tr0  Position: x=-9.95, y=1.65, z=-67.74 
 ChipID 689 : h1-d3 layer6 z3-tr1  Position: x=-9.94, y=4.66, z=-67.74 
 ChipID 690 : h1-d3 layer6 z3-tr2  Position: x=-9.94, y=7.68, z=-67.75 
 ChipID 691 : h1-d3 layer6 z3-tr17  Position: x=-11.64, y=1.64, z=-67.72 
 ChipID 692 : h1-d3 layer6 z3-tr16  Position: x=-11.64, y=4.66, z=-67.73 
 ChipID 693 : h1-d3 layer6 z3-tr15  Position: x=-11.64, y=7.67, z=-67.76 
 ChipID 694 : h1-d3 layer6 z3-tr22  Position: x=-13.34, y=1.65, z=-67.74 
 ChipID 695 : h1-d3 layer6 z3-tr21  Position: x=-13.35, y=4.66, z=-67.77 
 ChipID 696 : h1-d3 layer6 z3-tr20  Position: x=-13.34, y=7.68, z=-67.74 
 ChipID 697 : h1-d3 layer7 z3-tr22  Position: x=13.33, y=1.64, z=-69.08 
 ChipID 698 : h1-d3 layer7 z3-tr21  Position: x=13.33, y=4.66, z=-69.11 
 ChipID 699 : h1-d3 layer7 z3-tr20  Position: x=13.33, y=7.68, z=-69.14 
 ChipID 700 : h1-d3 layer7 z3-tr17  Position: x=11.64, y=1.65, z=-69.09 
 ChipID 701 : h1-d3 layer7 z3-tr16  Position: x=11.64, y=4.66, z=-69.12 
 ChipID 702 : h1-d3 layer7 z3-tr15  Position: x=11.64, y=7.68, z=-69.13 
 ChipID 703 : h1-d3 layer7 z3-tr0  Position: x=9.93, y=1.65, z=-69.10 
 ChipID 704 : h1-d3 layer7 z3-tr1  Position: x=9.93, y=4.66, z=-69.11 
 ChipID 705 : h1-d3 layer7 z3-tr2  Position: x=9.93, y=7.68, z=-69.13 
 ChipID 706 : h1-d3 layer7 z0-tr0  Position: x=-10.48, y=1.66, z=-69.16 
 ChipID 707 : h1-d3 layer7 z0-tr1  Position: x=-10.48, y=4.67, z=-69.16 
 ChipID 708 : h1-d3 layer7 z0-tr2  Position: x=-10.48, y=7.69, z=-69.18 
 ChipID 709 : h1-d3 layer7 z0-tr5  Position: x=-12.18, y=1.65, z=-69.14 
 ChipID 710 : h1-d3 layer7 z0-tr6  Position: x=-12.18, y=4.67, z=-69.16 
 ChipID 711 : h1-d3 layer7 z0-tr7  Position: x=-12.18, y=7.68, z=-69.17 
 ChipID 712 : h1-d3 layer6 z0-tr17  Position: x=8.77, y=1.65, z=-67.67 
 ChipID 713 : h1-d3 layer6 z0-tr16  Position: x=8.77, y=4.66, z=-67.69 
 ChipID 714 : h1-d3 layer6 z0-tr15  Position: x=8.77, y=7.68, z=-67.71 
 ChipID 715 : h1-d3 layer6 z0-tr14  Position: x=8.77, y=10.69, z=-67.72 
 ChipID 716 : h1-d3 layer6 z0-tr22  Position: x=7.07, y=1.65, z=-67.68 
 ChipID 717 : h1-d3 layer6 z0-tr21  Position: x=7.07, y=4.66, z=-67.70 
 ChipID 718 : h1-d3 layer6 z0-tr20  Position: x=7.07, y=7.68, z=-67.72 
 ChipID 719 : h1-d3 layer6 z0-tr19  Position: x=7.07, y=10.69, z=-67.72 
 ChipID 720 : h1-d3 layer6 z1-tr5  Position: x=5.37, y=1.65, z=-67.67 
 ChipID 721 : h1-d3 layer6 z1-tr6  Position: x=5.37, y=4.67, z=-67.70 
 ChipID 722 : h1-d3 layer6 z1-tr7  Position: x=5.38, y=7.68, z=-67.72 
 ChipID 723 : h1-d3 layer6 z1-tr24  Position: x=5.38, y=10.70, z=-67.74 
 ChipID 724 : h1-d3 layer6 z1-tr0  Position: x=3.67, y=3.45, z=-67.70 
 ChipID 725 : h1-d3 layer6 z1-tr1  Position: x=3.67, y=6.47, z=-67.72 
 ChipID 726 : h1-d3 layer6 z1-tr2  Position: x=3.67, y=9.48, z=-67.71 
 ChipID 727 : h1-d3 layer6 z1-tr3  Position: x=3.67, y=12.50, z=-67.74 
 ChipID 728 : h1-d3 layer6 z1-tr17  Position: x=1.97, y=4.68, z=-67.71 
 ChipID 729 : h1-d3 layer6 z1-tr16  Position: x=1.96, y=7.69, z=-67.70 
 ChipID 730 : h1-d3 layer6 z1-tr15  Position: x=1.97, y=10.71, z=-67.73 
 ChipID 731 : h1-d3 layer6 z1-tr14  Position: x=1.97, y=13.72, z=-67.71 
 ChipID 732 : h1-d3 layer6 z1-tr22  Position: x=0.26, y=4.85, z=-67.71 
 ChipID 733 : h1-d3 layer6 z1-tr21  Position: x=0.26, y=7.86, z=-67.73 
 ChipID 734 : h1-d3 layer6 z1-tr20  Position: x=0.26, y=10.88, z=-67.74 
 ChipID 735 : h1-d3 layer6 z1-tr19  Position: x=0.27, y=13.89, z=-67.74 
 ChipID 736 : h1-d3 layer6 z2-tr5  Position: x=-1.43, y=4.79, z=-67.71 
 ChipID 737 : h1-d3 layer6 z2-tr6  Position: x=-1.43, y=7.80, z=-67.71 
 ChipID 738 : h1-d3 layer6 z2-tr7  Position: x=-1.43, y=10.81, z=-67.72 
 ChipID 739 : h1-d3 layer6 z2-tr24  Position: x=-1.43, y=13.82, z=-67.70 
 ChipID 740 : h1-d3 layer6 z2-tr0  Position: x=-3.14, y=3.91, z=-67.72 
 ChipID 741 : h1-d3 layer6 z2-tr1  Position: x=-3.14, y=6.93, z=-67.73 
 ChipID 742 : h1-d3 layer6 z2-tr2  Position: x=-3.14, y=9.94, z=-67.73 
 ChipID 743 : h1-d3 layer6 z2-tr3  Position: x=-3.14, y=12.96, z=-67.73 
 ChipID 744 : h1-d3 layer6 z2-tr17  Position: x=-4.84, y=1.65, z=-67.66 
 ChipID 745 : h1-d3 layer6 z2-tr16  Position: x=-4.85, y=4.66, z=-67.71 
 ChipID 746 : h1-d3 layer6 z2-tr15  Position: x=-4.84, y=7.67, z=-67.71 
 ChipID 747 : h1-d3 layer6 z2-tr14  Position: x=-4.84, y=10.69, z=-67.73 
 ChipID 748 : h1-d3 layer6 z2-tr22  Position: x=-6.54, y=1.64, z=-67.67 
 ChipID 749 : h1-d3 layer6 z2-tr21  Position: x=-6.54, y=4.66, z=-67.72 
 ChipID 750 : h1-d3 layer6 z2-tr20  Position: x=-6.54, y=7.67, z=-67.70 
 ChipID 751 : h1-d3 layer6 z2-tr19  Position: x=-6.54, y=10.69, z=-67.76 
 ChipID 752 : h1-d3 layer6 z3-tr5  Position: x=-8.24, y=1.64, z=-67.73 
 ChipID 753 : h1-d3 layer6 z3-tr6  Position: x=-8.24, y=4.66, z=-67.73 
 ChipID 754 : h1-d3 layer6 z3-tr7  Position: x=-8.24, y=7.67, z=-67.73 
 ChipID 755 : h1-d3 layer6 z3-tr24  Position: x=-8.24, y=10.68, z=-67.70 
 ChipID 756 : h1-d3 layer7 z3-tr5  Position: x=8.23, y=1.65, z=-69.10 
 ChipID 757 : h1-d3 layer7 z3-tr6  Position: x=8.23, y=4.67, z=-69.13 
 ChipID 758 : h1-d3 layer7 z3-tr7  Position: x=8.23, y=7.68, z=-69.13 
 ChipID 759 : h1-d3 layer7 z3-tr24  Position: x=8.23, y=10.70, z=-69.16 
 ChipID 760 : h1-d3 layer7 z2-tr22  Position: x=6.53, y=1.65, z=-69.09 
 ChipID 761 : h1-d3 layer7 z2-tr21  Position: x=6.53, y=4.67, z=-69.13 
 ChipID 762 : h1-d3 layer7 z2-tr20  Position: x=6.53, y=7.68, z=-69.15 
 ChipID 763 : h1-d3 layer7 z2-tr19  Position: x=6.53, y=10.70, z=-69.16 
 ChipID 764 : h1-d3 layer7 z2-tr17  Position: x=4.83, y=1.65, z=-69.09 
 ChipID 765 : h1-d3 layer7 z2-tr16  Position: x=4.83, y=4.67, z=-69.13 
 ChipID 766 : h1-d3 layer7 z2-tr15  Position: x=4.83, y=7.68, z=-69.15 
 ChipID 767 : h1-d3 layer7 z2-tr14  Position: x=4.83, y=10.69, z=-69.16 
 ChipID 768 : h1-d3 layer7 z2-tr0  Position: x=3.12, y=3.92, z=-69.12 
 ChipID 769 : h1-d3 layer7 z2-tr1  Position: x=3.13, y=6.94, z=-69.14 
 ChipID 770 : h1-d3 layer7 z2-tr2  Position: x=3.13, y=9.95, z=-69.15 
 ChipID 771 : h1-d3 layer7 z2-tr3  Position: x=3.12, y=12.97, z=-69.18 
 ChipID 772 : h1-d3 layer7 z2-tr5  Position: x=1.43, y=4.79, z=-69.14 
 ChipID 773 : h1-d3 layer7 z2-tr6  Position: x=1.43, y=7.81, z=-69.15 
 ChipID 774 : h1-d3 layer7 z2-tr7  Position: x=1.43, y=10.82, z=-69.17 
 ChipID 775 : h1-d3 layer7 z2-tr24  Position: x=1.42, y=13.83, z=-69.16 
 ChipID 776 : h1-d3 layer7 z1-tr22  Position: x=-0.27, y=4.85, z=-69.14 
 ChipID 777 : h1-d3 layer7 z1-tr21  Position: x=-0.27, y=7.87, z=-69.16 
 ChipID 778 : h1-d3 layer7 z1-tr20  Position: x=-0.27, y=10.88, z=-69.18 
 ChipID 779 : h1-d3 layer7 z1-tr19  Position: x=-0.27, y=13.90, z=-69.23 
 ChipID 780 : h1-d3 layer7 z1-tr17  Position: x=-1.98, y=4.69, z=-69.15 
 ChipID 781 : h1-d3 layer7 z1-tr16  Position: x=-1.98, y=7.71, z=-69.16 
 ChipID 782 : h1-d3 layer7 z1-tr15  Position: x=-1.98, y=10.73, z=-69.19 
 ChipID 783 : h1-d3 layer7 z1-tr14  Position: x=-1.98, y=13.74, z=-69.23 
 ChipID 784 : h1-d3 layer7 z1-tr0  Position: x=-3.67, y=3.45, z=-69.15 
 ChipID 785 : h1-d3 layer7 z1-tr1  Position: x=-3.67, y=6.47, z=-69.16 
 ChipID 786 : h1-d3 layer7 z1-tr2  Position: x=-3.68, y=9.49, z=-69.20 
 ChipID 787 : h1-d3 layer7 z1-tr3  Position: x=-3.68, y=12.51, z=-69.25 
 ChipID 788 : h1-d3 layer7 z1-tr5  Position: x=-5.37, y=1.65, z=-69.08 
 ChipID 789 : h1-d3 layer7 z1-tr6  Position: x=-5.38, y=4.67, z=-69.14 
 ChipID 790 : h1-d3 layer7 z1-tr7  Position: x=-5.38, y=7.69, z=-69.16 
 ChipID 791 : h1-d3 layer7 z1-tr24  Position: x=-5.38, y=10.70, z=-69.13 
 ChipID 792 : h1-d3 layer7 z0-tr22  Position: x=-7.09, y=1.65, z=-69.11 
 ChipID 793 : h1-d3 layer7 z0-tr21  Position: x=-7.09, y=4.66, z=-69.15 
 ChipID 794 : h1-d3 layer7 z0-tr20  Position: x=-7.08, y=7.68, z=-69.15 
 ChipID 795 : h1-d3 layer7 z0-tr19  Position: x=-7.08, y=10.69, z=-69.14 
 ChipID 796 : h1-d3 layer7 z0-tr17  Position: x=-8.79, y=1.65, z=-69.16 
 ChipID 797 : h1-d3 layer7 z0-tr16  Position: x=-8.78, y=4.67, z=-69.17 
 ChipID 798 : h1-d3 layer7 z0-tr15  Position: x=-8.78, y=7.68, z=-69.15 
 ChipID 799 : h1-d3 layer7 z0-tr14  Position: x=-8.78, y=10.70, z=-69.17 
 ChipID 800 : h1-d4 layer8 z0-tr5  Position: x=13.85, y=1.65, z=-76.11 
 ChipID 801 : h1-d4 layer8 z0-tr6  Position: x=13.86, y=4.66, z=-76.10 
 ChipID 802 : h1-d4 layer8 z0-tr7  Position: x=13.86, y=7.67, z=-76.09 
 ChipID 803 : h1-d4 layer8 z0-tr0  Position: x=12.16, y=1.65, z=-76.12 
 ChipID 804 : h1-d4 layer8 z0-tr1  Position: x=12.16, y=4.66, z=-76.12 
 ChipID 805 : h1-d4 layer8 z0-tr2  Position: x=12.16, y=7.68, z=-76.08 
 ChipID 806 : h1-d4 layer8 z3-tr17  Position: x=-11.67, y=1.66, z=-76.17 
 ChipID 807 : h1-d4 layer8 z3-tr16  Position: x=-11.66, y=4.67, z=-76.12 
 ChipID 808 : h1-d4 layer8 z3-tr15  Position: x=-11.66, y=7.69, z=-76.12 
 ChipID 809 : h1-d4 layer8 z3-tr22  Position: x=-13.36, y=1.65, z=-76.15 
 ChipID 810 : h1-d4 layer8 z3-tr21  Position: x=-13.35, y=4.66, z=-76.13 
 ChipID 811 : h1-d4 layer8 z3-tr20  Position: x=-13.35, y=7.68, z=-76.12 
 ChipID 812 : h1-d4 layer9 z3-tr22  Position: x=13.32, y=1.67, z=-77.56 
 ChipID 813 : h1-d4 layer9 z3-tr21  Position: x=13.33, y=4.68, z=-77.57 
 ChipID 814 : h1-d4 layer9 z3-tr20  Position: x=13.32, y=7.70, z=-77.54 
 ChipID 815 : h1-d4 layer9 z3-tr17  Position: x=11.65, y=1.66, z=-77.60 
 ChipID 816 : h1-d4 layer9 z3-tr16  Position: x=11.63, y=4.68, z=-77.54 
 ChipID 817 : h1-d4 layer9 z3-tr15  Position: x=11.62, y=7.69, z=-77.52 
 ChipID 818 : h1-d4 layer9 z0-tr0  Position: x=-12.19, y=1.67, z=-77.62 
 ChipID 819 : h1-d4 layer9 z0-tr1  Position: x=-12.19, y=4.69, z=-77.57 
 ChipID 820 : h1-d4 layer9 z0-tr2  Position: x=-12.19, y=7.70, z=-77.56 
 ChipID 821 : h1-d4 layer9 z0-tr5  Position: x=-13.89, y=1.68, z=-77.60 
 ChipID 822 : h1-d4 layer9 z0-tr6  Position: x=-13.89, y=4.69, z=-77.56 
 ChipID 823 : h1-d4 layer9 z0-tr7  Position: x=-13.89, y=7.71, z=-77.55 
 ChipID 824 : h1-d4 layer8 z0-tr17  Position: x=10.46, y=1.65, z=-76.14 
 ChipID 825 : h1-d4 layer8 z0-tr16  Position: x=10.46, y=4.66, z=-76.11 
 ChipID 826 : h1-d4 layer8 z0-tr15  Position: x=10.46, y=7.67, z=-76.07 
 ChipID 827 : h1-d4 layer8 z0-tr14  Position: x=10.46, y=10.69, z=-76.03 
 ChipID 828 : h1-d4 layer8 z0-tr22  Position: x=8.76, y=1.65, z=-76.14 
 ChipID 829 : h1-d4 layer8 z0-tr21  Position: x=8.76, y=4.67, z=-76.11 
 ChipID 830 : h1-d4 layer8 z0-tr20  Position: x=8.76, y=7.68, z=-76.07 
 ChipID 831 : h1-d4 layer8 z0-tr19  Position: x=8.76, y=10.69, z=-76.04 
 ChipID 832 : h1-d4 layer8 z1-tr0  Position: x=3.65, y=4.08, z=-76.10 
